old_url,new_url,wp_id,bb_id,title
"/events/lenexa-ks/","https://brakebee.com/events/558?from=oaf",28236,558,"Lenexa KS Art Fair"
"/events/lincolnshire-art-festival/","https://brakebee.com/events/537?from=oaf",27178,537,"Lincolnshire Art Festival, Lincolnshire Illinois"
"/events/litchfield-park-art-wine-festival/","https://brakebee.com/events/471?from=oaf",18146,471,"Litchfield Park Art &amp; Wine Festival"
"/events/litchfield-park-art-wine-festival-23rd-annual/","https://brakebee.com/events/456?from=oaf",14623,456,"Litchfield Park Art &amp; Wine Festival - 23rd Annual"
"/events/litchfield-park-az-art-wine-festival/","https://brakebee.com/events/479?from=oaf",24001,479,"Litchfield Park AZ Art &amp; Wine Festival"
"/events/litchfield-park-az-wigwam-festival-of-fine-art-2/","https://brakebee.com/events/478?from=oaf",23997,478,"Litchfield Park AZ Wigwam Festival of Fine Art"
"/events/litchfield-park-festival-of-arts/","https://brakebee.com/events/515?from=oaf",26633,515,"Litchfield Park Festival of Arts"
"/events/litchfield-park-festival-of-arts-50th-annual-2/","https://brakebee.com/events/459?from=oaf",14626,459,"Litchfield Park Festival of Arts - 50th Annual"
"/events/litchfield-park-festival-of-arts-50th-annual/","https://brakebee.com/events/439?from=oaf",14606,439,"LITCHFIELD PARK FESTIVAL OF ARTS – 50TH ANNUAL"
"/events/litchfield-park-festival-of-the-arts/","https://brakebee.com/events/464?from=oaf",18117,464,"Litchfield Park Festival of the Arts"
"/events/loveland-fine-art-sculpture-invitational/","https://brakebee.com/events/472?from=oaf",18154,472,"Loveland Fine Art &amp; Sculpture Invitational"
"/events/loveland-fine-art-invitational/","https://brakebee.com/events/443?from=oaf",14610,443,"LOVELAND FINE ART INVITATIONAL"
"/events/madison-wi-art-fair-on-the-square/","https://brakebee.com/events/563?from=oaf",28318,563,"Madison WI Art Fair on the Square"
"/events/millennium-art-festival-chicago/","https://brakebee.com/events/533?from=oaf",27141,533,"Millennium Art Festival, Chicago"
"/events/mothers-day-fine-art-festival-in-prescott-az/","https://brakebee.com/events/564?from=oaf",28335,564,"Mothers' Day Fine Art Festival in Prescott AZ"
"/events/mt-horeb-art-fair/","https://brakebee.com/events/498?from=oaf",25064,498,"Mt Horeb Art Fair"
"/events/northbrook-art-in-the-park-in-northbrook-illinois/","https://brakebee.com/events/527?from=oaf",26987,527,"Northbrook Art In The Park in Northbrook Illinois"
"/events/oconomowoc-festival-of-the-arts/","https://brakebee.com/events/582?from=oaf",28966,582,"Oconomowoc Festival of the Arts"
"/events/oconomowoc-wi-festival-of-the-arts/","https://brakebee.com/events/501?from=oaf",25140,501,"Oconomowoc WI Festival of the Arts"
"/events/omaha-ne-summer-arts-festival/","https://brakebee.com/events/556?from=oaf",28216,556,"Omaha NE Summer Arts Festival"
"/events/orange-city-ia-artburst/","https://brakebee.com/events/492?from=oaf",24732,492,"Orange City IA - ArtBurst"
"/events/oro-valley-festival-of-the-arts/","https://brakebee.com/events/517?from=oaf",26669,517,"Oro Valley  Festival of the Arts"
"/events/oro-valley-az-spring-festival-of-the-arts/","https://brakebee.com/events/554?from=oaf",28209,554,"Oro Valley AZ Spring Festival of the Arts"
"/events/palmer-park-art-festival/","https://brakebee.com/events/428?from=oaf",14594,428,"Palmer Park Art Festival"
"/events/park-hill-art-fest-in-denver-colorado/","https://brakebee.com/events/539?from=oaf",27207,539,"Park Hill Art Fest in Denver Colorado"
"/events/park-hill-art-fest-in-denver-colorado-2/","https://brakebee.com/events/539?from=oaf",29092,539,"Park Hill Art Fest in Denver Colorado"
"/events/pearl-street-arts-fest/","https://brakebee.com/events/566?from=oaf",28440,566,"Pearl Street Arts Fest"
"/events/safford-spring-festival/","https://brakebee.com/events/484?from=oaf",24289,484,"Safford Spring Festival"
"/events/salina-ks-smoky-hill-river-festival/","https://brakebee.com/events/562?from=oaf",28315,562,"Salina KS Smoky Hill River Festival"
"/events/san-tan-art-and-wine-festival-in-gilbert-az/","https://brakebee.com/events/545?from=oaf",27324,545,"San Tan Art and Wine Festival in Gilbert AZ"
"/events/san-tan-art-and-wine-festival-in-gilbert-az-2/","https://brakebee.com/events/545?from=oaf",28917,545,"San Tan Art and Wine Festival in Gilbert AZ"
"/events/scottsdale-az-kierland-fine-art-and-wine-classic/","https://brakebee.com/events/473?from=oaf",23971,473,"Scottsdale AZ -Kierland Fine Art and Wine Classic"
"/events/scottsdale-az-14th-annual-waterfront-fine-art-and-wine-festival/","https://brakebee.com/events/597?from=oaf",29088,597,"Scottsdale AZ 14th annual Waterfront Fine Art and Wine Festival"
"/events/scottsdale-az-kevins-art-attack/","https://brakebee.com/events/592?from=oaf",29076,592,"Scottsdale AZ Kevins Art Attack"
"/events/scottsdale-az-kierland-fine-art-wine-classic-2/","https://brakebee.com/events/476?from=oaf",23993,476,"Scottsdale AZ Kierland Fine Art &amp; Wine Classic"
"/events/sonoran-art-festival/","https://brakebee.com/events/475?from=oaf",23987,475,"Sonoran Art Festival"
"/events/sonoran-fine-art-and-wine-festival-returns-to-stage-coach-village/","https://brakebee.com/events/505?from=oaf",26426,505,"Sonoran Fine Art and Wine Festival in Cave Creek Arizona"
"/events/sonoran-fine-art-and-wine-festival-in-cave-creek-arizona/","https://brakebee.com/events/505?from=oaf",28912,505,"Sonoran Fine Art and Wine Festival in Cave Creek Arizona"
"/events/spring-carefree-fine-art-wine-festival/","https://brakebee.com/events/514?from=oaf",26575,514,"Spring Carefree Fine Art and Wine Festival"
"/events/spring-fountain-festival-of-fine-arts-crafts/","https://brakebee.com/events/510?from=oaf",26500,510,"Spring Fountain Festival of Fine Arts & Crafts in Fountain Hills AZ"
"/events/spring-green-art-fair/","https://brakebee.com/events/496?from=oaf",25038,496,"Spring Green Art Fair"
"/events/spring-green-wi-art-fair/","https://brakebee.com/events/561?from=oaf",28305,561,"Spring Green WI Art Fair"
"/events/spring-green-wi-art-fair-2/","https://brakebee.com/events/561?from=oaf",29102,561,"Spring Green Wi Art Fair"
"/events/spring-green-wi-arts-and-crafts-fair/","https://brakebee.com/events/480?from=oaf",24106,480,"Spring Green WI Arts and Crafts Fair"
"/events/spring-lincoln-roscoe-arts-and-crafts-fair-chicago/","https://brakebee.com/events/528?from=oaf",26992,528,"Spring Lincoln Roscoe Arts and Crafts Fair Chicago"
"/events/st-charles-il-fine-art-show/","https://brakebee.com/events/494?from=oaf",24754,494,"St Charles IL - Fine Art Show"
"/events/st-george-utah-art-festival/","https://brakebee.com/events/555?from=oaf",28210,555,"St George Utah Art Festival"
"/events/stage-coach-village-fine-art-and-wine-festival/","https://brakebee.com/events/596?from=oaf",29085,596,"Stage Coach Village Fine Art and Wine Festival Cave Creek AZ"
"/events/stagecoach-village-art-festival/","https://brakebee.com/events/442?from=oaf",14609,442,"STAGECOACH VILLAGE ART FESTIVAL"
"/events/stagecoach-village-art-on-the-plaza/","https://brakebee.com/events/440?from=oaf",14607,440,"Stagecoach Village Art On The Plaza"
"/events/stagecoach-village-fine-art-festival-11th-annual/","https://brakebee.com/events/460?from=oaf",14627,460,"Stagecoach Village Fine Art Festival – 11th Annual"
"/events/suite-art-columbus-oh/","https://brakebee.com/events/452?from=oaf",14619,452,"Suite Art Columbus, OH"
"/events/suite-art-troy-mi/","https://brakebee.com/events/451?from=oaf",14618,451,"Suite Art Troy, MI"
"/events/summerlin-nv-festival-of-arts/","https://brakebee.com/events/584?from=oaf",28977,584,"Summerlin NV Festival of Arts"
"/events/the-avon-arts-celebration/","https://brakebee.com/events/454?from=oaf",14621,454,"The Avon Arts Celebration"
"/events/the-park-hill-art-festival/","https://brakebee.com/events/433?from=oaf",14599,433,"The Park Hill Art Festival"
"/events/tubac-az-festival-of-the-arts-2/","https://brakebee.com/events/477?from=oaf",23995,477,"Tubac AZ Festival of the Arts"
"/events/tubac-az-festival-of-the-arts/","https://brakebee.com/events/520?from=oaf",26729,520,"Tubac AZ Festival of the Arts - Tubac AZ"
"/events/tubac-az-festival-of-the-arts-tubac-az/","https://brakebee.com/events/520?from=oaf",28914,520,"Tubac AZ Festival of the Arts - Tubac AZ"
"/events/tubac-festival-of-arts-62nd-annual-cancelled/","https://brakebee.com/events/458?from=oaf",14625,458,"Tubac Festival of Arts - 62nd Annual **CANCELLED**"
"/events/tubac-fine-art-wine-fiesta/","https://brakebee.com/events/466?from=oaf",18126,466,"Tubac Fine Art &amp; Wine Fiesta"
"/events/tucson-made-in-tucson-market/","https://brakebee.com/events/482?from=oaf",24286,482,"Tucson Made in Tucson Market"
"/events/tucson-museum-of-art-spring-artisan-market/","https://brakebee.com/events/481?from=oaf",24285,481,"Tucson Museum of Art Spring Artisan Market"
"/events/cave-creek-fine-art-and-wine-festival/","https://brakebee.com/events/506?from=oaf",26440,506,"Vermillion Promotion's Fine Art and Wine Festival in Cave Creek Arizona"
"/events/waterfront-fine-art-and-wine-festival/","https://brakebee.com/events/521?from=oaf",26750,521,"WaterFront Fine Art and Wine Festival"
"/events/white-fish-bay-art-fest-in-white-fish-bay-wisconsin/","https://brakebee.com/events/540?from=oaf",27233,540,"White Fish Bay Art Fest in White Fish Bay Wisconsin"
"/events/wichita-ks-art-autumn-festival/","https://brakebee.com/events/587?from=oaf",29013,587,"Wichita KS Art &amp; Autumn Festival"
"/events/wigwam-festival-of-fine-art-3/","https://brakebee.com/events/470?from=oaf",26726,470,"Wigwam Festival of Fine Art"
"/events/wigwam-festival-of-fine-art-2/","https://brakebee.com/events/470?from=oaf",26728,470,"Wigwam Festival of Fine Art"
"/events/wigwam-festival-of-fine-art/","https://brakebee.com/events/470?from=oaf",18142,470,"Wigwam Festival of Fine Art"
"/events/wigwam-festival-of-fine-art-11th-annual/","https://brakebee.com/events/457?from=oaf",14624,457,"Wigwam Festival of Fine Art - 11th Annual"
"/events/wigwam-festival-of-fine-art-litchfield-park-az/","https://brakebee.com/events/576?from=oaf",28916,576,"Wigwam Festival of Fine Art - Litchfield Park AZ"
"/events/a-celebration-of-artistic-excellence-at-the-wigwam-resort-in-litchfield-park-arizona/","https://brakebee.com/events/504?from=oaf",26423,504,"Wigwam Festival of Fine Art In Litchfield Park"
"/events/wigwam-holiday-festival-of-arts-litchfield-park-az/","https://brakebee.com/events/578?from=oaf",28962,578,"Wigwam Holiday Festival of Arts Litchfield Park AZ"
